Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría,origen
628474,2026-04-20 06:24:56.712,ELEA-46113,Online,1,TOK,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628475,2026-04-20 17:46:08.348,HINA-48791,Online,2,TOK,HIN,HINA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628476,2026-04-20 22:34:50.859,VJGA-97433,Online,3,TOK,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628477,2026-04-21 04:05:55.334,ELEF-66710,Online,1,OSA,ELE,ELEF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628478,2026-04-21 15:58:24.205,SALC-61416,Online,3,TOK,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628479,2026-04-21 23:05:23.031,TREB-49861,Tienda,1,HIR,TRE,TREB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628480,2026-04-21 23:09:38.290,SALB-86147,Online,1,TOK,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628481,2026-04-22 04:14:05.276,TVSB-75678,Online,1,TOK,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628482,2026-04-22 15:10:35.122,JUGA-37600,Online,1,YOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628483,2026-04-23 01:17:27.216,AUDB-93155,Online,1,TOK,AUD,AUDB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628484,2026-04-23 04:42:32.036,ELEC-90195,Online,3,YOK,ELE,ELEC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628485,2026-04-23 13:51:58.849,EAGB-93833,Online,1,OSA,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628486,2026-04-23 22:31:33.995,CAMB-44180,Online,2,OSA,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628487,2026-04-24 03:18:10.992,PMUF-26187,Online,1,TOK,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628488,2026-04-24 11:47:09.609,PMUE-65102,Online,1,NAO,PMU,PMUE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628489,2026-04-24 17:13:14.513,PCTC-51525,Online,1,YOK,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628490,2026-04-24 22:46:39.250,TVSA-19038,Tienda,1,SAI,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628491,2026-04-25 03:16:33.882,ELEE-71242,Online,3,TOK,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628492,2026-04-25 11:31:22.403,EAGB-64686,Tienda,1,TOK,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628493,2026-04-25 23:18:42.223,TVSA-81183,Online,1,TOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628494,2026-04-25 23:44:02.378,CAMB-96393,Online,1,OSA,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628495,2026-04-26 02:13:08.690,PCTB-85135,Online,1,YOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628496,2026-04-26 05:39:12.055,CAMD-91419,Online,1,OSA,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628497,2026-04-26 09:07:36.724,CAME-79427,Online,1,NAO,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628498,2026-04-26 17:21:41.547,DEPC-49398,Online,1,NAO,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628499,2026-04-27 01:09:52.198,TVSE-62811,Online,1,SAI,TVS,TVSE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628500,2026-04-27 11:40:12.542,HIND-99500,Online,3,KYO,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628501,2026-04-27 18:04:09.422,AUDD-27432,Online,1,OSA,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628502,2026-04-28 02:21:41.912,PMUC-26903,Online,1,TOK,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628503,2026-04-28 06:00:40.084,VALC-33154,Online,1,TOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628504,2026-04-28 16:03:57.831,HINB-81416,Online,2,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628505,2026-04-28 21:56:00.781,JUGB-54689,Online,1,TOK,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628506,2026-04-29 07:16:28.507,PCTC-51525,Online,1,TOK,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628507,2026-04-29 10:36:41.909,ELEB-38060,Tienda,1,KAW,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628508,2026-04-29 16:05:09.559,PCTG-86864,Tienda,1,OSA,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628509,2026-04-29 17:16:30.640,PMUF-98447,Online,1,TOK,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628510,2026-04-29 19:49:01.646,ELEB-38372,Online,1,TOK,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628511,2026-04-29 23:05:46.216,AUDA-42282,Online,1,TOK,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628512,2026-04-30 07:26:06.143,SALC-71987,Online,1,NAO,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628513,2026-04-30 13:41:08.024,PCTE-13396,Online,1,OSA,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628514,2026-04-30 19:12:35.993,AUDE-67553,Tienda,2,OSA,AUD,AUDE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628515,2026-04-30 22:14:14.379,TVSA-37154,Tienda,1,OSA,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628516,2026-04-30 22:56:09.892,HOGB-62427,Online,3,TOK,HOG,HOGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628517,2026-05-01 03:48:45.396,SVSA-57564,Online,1,YOK,SVS,SVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628518,2026-05-01 12:05:31.009,DEPC-21455,Tienda,1,OSA,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628519,2026-05-01 14:09:34.364,VALC-46045,Online,1,OSA,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628520,2026-05-01 15:42:50.520,AUDD-51870,Online,1,TOK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628521,2026-05-02 01:47:12.876,SALD-54827,Online,1,TOK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628522,2026-05-02 01:58:17.042,HOGC-99132,Online,1,FUK,HOG,HOGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628523,2026-05-02 03:46:03.414,PCTB-15419,Online,1,TOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628524,2026-05-02 11:09:08.916,PCTE-13396,Online,1,OSA,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628525,2026-05-02 19:25:48.019,PCTD-11136,Online,1,TOK,PCT,PCTD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628526,2026-05-03 01:13:52.365,EAGB-35294,Online,1,YOK,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628527,2026-05-03 03:19:45.924,PCTC-82433,Online,1,TOK,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628528,2026-05-03 07:18:21.836,TREA-95262,Online,1,TOK,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628529,2026-05-03 11:07:32.398,CAMC-34912,Tienda,3,TOK,CAM,CAMC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628530,2026-05-03 17:15:57.653,PMUB-53988,Online,1,YOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628531,2026-05-03 18:00:14.089,PMUE-20159,Online,1,TOK,PMU,PMUE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628532,2026-05-03 23:54:08.607,SALB-74311,Online,1,NAO,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628533,2026-05-04 10:54:33.983,JUGB-41177,Online,1,TOK,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628534,2026-05-04 14:33:28.475,AUDC-88968,Online,1,YOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628535,2026-05-04 18:25:23.947,TREC-33239,Online,1,NAO,TRE,TREC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628536,2026-05-04 20:14:11.396,PMUA-18768,Online,3,TOK,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628537,2026-05-05 05:39:51.559,SALC-14541,Tienda,1,TOK,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628538,2026-05-05 06:26:13.394,HINA-48791,Online,1,TOK,HIN,HINA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628539,2026-05-05 08:35:55.338,TCLA-36565,Online,2,OSA,TCL,TCLA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628540,2026-05-05 11:01:19.414,PMUB-93875,Online,1,TOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628541,2026-05-05 21:23:14.684,CAME-36070,Tienda,1,HIR,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628542,2026-05-06 07:15:38.358,VJGA-88176,Tienda,1,TOK,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628543,2026-05-06 13:15:37.760,GFTA-18366,Online,1,HIR,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628544,2026-05-06 23:22:03.618,SVSC-49713,Online,1,NAO,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628545,2026-05-07 03:37:52.493,SALD-31997,Online,3,TOK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628546,2026-05-07 05:09:40.308,PMUC-93080,Tienda,1,YOK,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628547,2026-05-07 15:13:15.882,HINC-77535,Online,2,NAO,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628548,2026-05-07 23:28:38.055,TREA-18786,Online,1,NAO,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628549,2026-05-08 07:08:58.228,EAGB-87559,Online,1,OSA,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628550,2026-05-08 07:22:37.168,HOGB-23676,Online,1,TOK,HOG,HOGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628551,2026-05-08 18:33:14.750,HIND-78250,Online,3,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628552,2026-05-09 00:00:55.042,HINB-59918,Online,1,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628553,2026-05-09 04:13:53.394,HIND-63924,Online,1,OSA,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628554,2026-05-09 10:21:18.718,VALA-62707,Online,1,NAO,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628555,2026-05-09 16:10:39.796,JUGA-48800,Online,1,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628556,2026-05-09 21:52:08.582,PCTE-43854,Online,3,NAO,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628557,2026-05-10 05:35:24.852,GFTA-84928,Online,3,TOK,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628558,2026-05-10 15:10:05.595,PMUB-81384,Online,1,OSA,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628559,2026-05-10 18:17:00.713,ELEB-46189,Tienda,3,KYO,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628560,2026-05-10 19:21:03.124,CAMD-99456,Online,2,TOK,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628561,2026-05-10 22:27:13.385,CAMB-73801,Online,1,TOK,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628562,2026-05-11 07:54:14.346,AUDD-72622,Online,1,NAO,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628563,2026-05-11 17:14:29.275,CAMD-50650,Online,1,OSA,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628564,2026-05-11 23:26:47.330,ELEH-59218,Online,2,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628565,2026-05-12 03:50:47.393,HIND-99500,Online,1,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628566,2026-05-12 10:13:47.896,HOGC-99132,Tienda,3,NAO,HOG,HOGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628567,2026-05-12 20:54:41.576,TVSG-43857,Online,3,OSA,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628568,2026-05-12 22:18:57.513,TVSG-48830,Online,1,NAA,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628569,2026-05-13 07:59:22.397,JUGC-46673,Online,1,OSA,JUG,JUGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628570,2026-05-13 18:39:32.620,EAGC-58193,Online,1,FUK,EAG,EAGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628571,2026-05-14 02:34:08.447,VALB-35187,Online,1,TOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628572,2026-05-14 09:58:54.175,HOGA-39194,Online,1,NAO,HOG,HOGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628573,2026-05-14 17:58:35.795,PMUD-10934,Online,1,OSA,PMU,PMUD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628574,2026-05-14 19:56:32.402,HOGB-13551,Online,1,YOK,HOG,HOGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628575,2026-05-14 21:15:53.377,ELEE-71242,Online,1,TOK,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628576,2026-05-14 22:10:43.900,HINB-81416,Online,1,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628577,2026-05-15 01:30:56.623,VALC-77528,Online,1,OSA,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628578,2026-05-15 10:45:48.494,PCTG-86864,Online,1,NAO,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628579,2026-05-15 19:40:39.688,AUDC-86094,Online,1,OSA,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628580,2026-05-16 00:09:59.460,VALB-74131,Online,2,TOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628581,2026-05-16 04:12:52.580,AUDA-50453,Online,1,OSA,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628582,2026-05-16 07:43:06.093,CAMB-73801,Online,1,YOK,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628583,2026-05-16 12:41:50.389,AUDG-87751,Online,1,OSA,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628584,2026-05-16 20:23:42.800,PCTE-43854,Online,1,KOB,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628585,2026-05-17 07:38:41.593,TVSF-68361,Online,2,OSA,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628586,2026-05-17 18:12:40.821,AUDA-62454,Online,2,TOK,AUD,AUDA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628587,2026-05-17 21:06:08.928,AUDG-52341,Online,1,HIR,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628588,2026-05-18 03:42:34.391,TVSH-94394,Online,1,OSA,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628589,2026-05-18 10:03:36.277,TVSH-91349,Tienda,3,OSA,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628590,2026-05-18 19:26:41.912,CAME-33056,Online,2,TOK,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628591,2026-05-18 20:06:42.536,ELEC-73629,Online,1,SAP,ELE,ELEC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628592,2026-05-19 06:01:28.499,TCLA-28159,Online,2,TOK,TCL,TCLA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628593,2026-05-19 12:11:50.917,PCTG-58763,Online,2,TOK,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628594,2026-05-19 22:39:29.006,GFTB-92933,Tienda,2,NAO,GFT,GFTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628595,2026-05-19 23:41:16.763,HIND-63924,Online,1,YOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628596,2026-05-20 08:42:09.691,TVSA-28885,Online,3,KYO,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628597,2026-05-20 12:47:09.800,SALD-19802,Online,1,FUK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628598,2026-05-20 20:48:32.231,ELED-48374,Online,1,OSA,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628599,2026-05-21 00:17:09.107,VJGB-99482,Online,3,TOK,VJG,VJGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628600,2026-05-21 00:47:27.132,ELEB-64108,Online,1,HIR,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628601,2026-05-21 03:59:55.589,TVSG-48474,Online,2,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628602,2026-05-21 15:45:04.105,PMUA-18768,Online,1,TOK,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628603,2026-05-21 21:45:13.478,TVSB-66291,Online,1,NAO,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628604,2026-05-22 02:48:36.089,SALD-37091,Online,3,YOK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628605,2026-05-22 08:15:12.941,ELEH-26937,Tienda,1,YOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628606,2026-05-22 09:00:34.371,TVSJ-52725,Online,3,YOK,TVS,TVSJ,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628607,2026-05-22 13:04:33.074,AUDC-38249,Online,3,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628608,2026-05-22 16:19:17.503,PMUF-26187,Online,1,TOK,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628609,2026-05-22 19:19:57.742,ELEH-50758,Online,1,YOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628610,2026-05-23 04:29:05.356,JUGB-88309,Online,1,YOK,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628611,2026-05-23 12:30:30.350,CAMD-97282,Online,3,KYO,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628612,2026-05-23 14:34:06.281,TVSG-43857,Online,1,KYO,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628613,2026-05-23 18:58:21.470,TVSK-97454,Online,1,TOK,TVS,TVSK,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628614,2026-05-24 02:31:19.849,TREA-74926,Online,1,TOK,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628615,2026-05-24 11:02:29.981,CAMD-91108,Online,1,NAO,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628616,2026-05-24 14:55:30.552,SALC-82294,Online,1,OSA,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628617,2026-05-25 01:21:19.574,ELED-48374,Online,1,SEN,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628618,2026-05-25 08:23:00.834,ELEC-73629,Online,1,OKA,ELE,ELEC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628619,2026-05-25 14:35:55.319,PMUC-90916,Online,1,KAW,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628620,2026-05-25 21:36:46.886,HINB-12013,Online,1,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628621,2026-05-25 23:35:20.026,AUDF-40301,Online,3,TOK,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628622,2026-05-26 01:00:50.151,ELEH-59218,Online,1,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628623,2026-05-26 12:50:13.160,AUDC-77489,Online,1,KYO,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628624,2026-05-26 20:55:10.959,AUDD-72622,Online,1,YOK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628625,2026-05-27 06:53:29.915,TVSG-43857,Online,1,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628626,2026-05-27 12:21:34.699,VALC-29478,Online,2,YOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628627,2026-05-27 15:32:34.079,JUGA-55990,Online,1,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628628,2026-05-28 00:14:46.152,AUDF-48133,Online,3,KAW,AUD,AUDF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628629,2026-05-28 06:44:59.247,SVSB-65802,Online,1,KYO,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628630,2026-05-28 12:14:10.164,TVSB-98079,Online,1,YOK,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628631,2026-05-28 22:18:43.587,VALA-63119,Online,2,TOK,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628632,2026-05-29 00:31:19.872,CAMF-49001,Tienda,1,TOK,CAM,CAMF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628633,2026-05-29 06:26:50.701,ELEA-46113,Online,1,TOK,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628634,2026-05-29 07:18:01.126,HINC-67291,Online,1,OSA,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628635,2026-05-29 13:12:14.704,EAGA-72753,Online,3,TOK,EAG,EAGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628636,2026-05-29 22:31:36.287,HINC-14276,Online,1,TOK,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628637,2026-05-30 05:18:14.387,ELEH-98580,Tienda,1,KYO,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628638,2026-05-30 10:09:42.596,SALB-74444,Online,1,NAO,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628639,2026-05-30 10:10:06.078,TVSH-58041,Online,1,OSA,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628640,2026-05-30 16:47:34.539,VJGA-75858,Online,1,HIR,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628641,2026-05-30 21:56:38.213,JUGA-76388,Online,3,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628642,2026-05-31 01:28:07.602,TVSE-31733,Online,1,OSA,TVS,TVSE,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628643,2026-05-31 07:09:12.961,SVSC-49713,Online,2,TOK,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628644,2026-05-31 14:49:11.773,VALA-43378,Online,1,YOK,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628645,2026-05-31 22:46:22.004,VALB-60728,Online,1,TOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628646,2026-06-01 06:55:00.348,PCTF-57658,Online,1,KYO,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628647,2026-06-01 16:11:07.648,ELEB-46189,Online,2,YOK,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628648,2026-06-01 17:20:59.378,PCTB-10627,Tienda,1,TOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628649,2026-06-02 00:33:59.683,VALC-16514,Tienda,1,NAO,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628650,2026-06-02 07:23:32.289,VALC-36991,Online,1,TOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628651,2026-06-02 13:50:16.425,CAMB-76266,Online,1,KYO,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
628652,2026-06-02 13:51:49.636,SVSB-77735,Online,3,TOK,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2026).xlsx
